english_name,chinese_name
"LI PO CHUN UNITED WORLD COLLEGE OF HONG KONG","李寶椿聯合世界書院"
"LI SING PRIMARY SCHOOL","李陞小學"
"LI SING TAI HANG SCHOOL","李陞大坑學校"
"LICK HANG KINDERGARTEN","力行幼稚園"
"LIGHT AND LOVE HOME HAPPY KINDERGARTEN (HIN KENG)","光愛樂幼稚園(顯徑)"
"LIGHT AND LOVE HOME HAPPY KINDERGARTEN (ON TAI)","光愛樂幼稚園(安泰)"
"LINDEN SCHOOL","博睿學校"
"LING LIANG CHURCH E WUN SECONDARY SCHOOL","靈糧堂怡文中學"
"LING LIANG CHURCH M H LAU SECONDARY SCHOOL","靈糧堂劉梅軒中學"
"LING LIANG CHURCH SAU TAK PRIMARY SCHOOL","靈糧堂秀德小學"
"LING TO CATHOLIC PRIMARY SCHOOL","天主教領島學校"
"LINGNAN DR. CHUNG WING KWONG MEMORIAL SECONDARY SCHOOL","嶺南鍾榮光博士紀念中學"
"LINGNAN HANG YEE MEMORIAL SECONDARY SCHOOL","嶺南衡怡紀念中學"
"LINGNAN KINDERGARTEN (SIU SAI WAN)","嶺南幼稚園(小西灣)"
"LINGNAN NO.2 KINDERGARTEN (SIU SAI WAN)","嶺南幼稚園(小西灣)二校"
"LINGNAN SECONDARY SCHOOL","嶺南中學"
"LINGNAN UNIVERSITY ALUMNI ASSOCIATION (HONG KONG) PRIMARY SCHOOL","嶺南大學香港同學會小學"
"LIONS CLUBS INTERNATIONAL HO TAK SUM PRIMARY SCHOOL","獅子會何德心小學"
"LIONS CLUBS INTERNATIONAL TSEUNG CHUI KING COLLEGE","獅子會蔣翠琼中學"
"LITTLE BUDS KINDERGARTEN","小芽幼稚園"
"LITTLE DALTON KINDERGARTEN","道爾頓幼稚園"
"LITTLE LANTAU MONTESSORI KINDERGARTEN","小大嶼山蒙特梭利幼稚園"
"LITTLE NEWTON ANGLO-CHINESE KINDERGARTEN","小牛頓中英文幼稚園"
"LIU PO SHAN MEMORIAL COLLEGE","廖寶珊紀念書院"
"LOCK TAO CHRISTIAN KINDERGARTEN","基督教樂道幼稚園"
"LOCK TAO SECONDARY SCHOOL","樂道中學"
"LOK FU RHENISH CHURCH KINDERGARTEN","樂富禮賢會幼稚園"
"LOK FU RHENISH NURSERY","禮賢會樂富幼稚園"
"LOK KING KINDERGARTEN","樂景幼稚園"
"LOK SIN TONG CHEUNG YIP MOU CHING KINDERGARTEN","樂善堂張葉茂清幼稚園"
"LOK SIN TONG KU CHIU MAN SECONDARY SCHOOL","樂善堂顧超文中學"
"LOK SIN TONG KU LEE KWOK SIN KINDERGARTEN","樂善堂顧李覺鮮幼稚園"
"LOK SIN TONG LAU TAK PRIMARY SCHOOL","樂善堂劉德學校"
"LOK SIN TONG LEE YIN YEE KINDERGARTEN","樂善堂李賢義幼稚園"
"LOK SIN TONG LEUNG CHIK WAI MEMORIAL SCHOOL","樂善堂梁植偉紀念中學"
"LOK SIN TONG LEUNG KAU KUI COLLEGE","樂善堂梁銶琚書院"
"LOK SIN TONG LEUNG KAU KUI PRIMARY SCHOOL","樂善堂梁銶琚學校"
"LOK SIN TONG LEUNG KAU KUI PRIMARY SCHOOL (BRANCH)","樂善堂梁銶琚學校(分校)"
"LOK SIN TONG LEUNG WONG WAI FONG MEMORIAL SCHOOL","樂善堂梁黃蕙芳紀念學校"
"LOK SIN TONG MAN NG WING YEE KINDERGARTEN","樂善堂文吳泳沂幼稚園"
"LOK SIN TONG STEPHEN LEUNG KINDERGARTEN","樂善堂梁泳釗幼稚園"
"LOK SIN TONG TANG TAK LIM KINDERGARTEN","樂善堂鄧德濂幼稚園"
"LOK SIN TONG TUNG CHING BOR KINDERGARTEN","樂善堂董清波幼稚園"
"LOK SIN TONG WONG CHUNG MING SECONDARY SCHOOL","樂善堂王仲銘中學"
"LOK SIN TONG YEUNG CHUNG MING PRIMARY SCHOOL","樂善堂楊仲明學校"
"LOK SIN TONG YOUNG KO HSIAO LIN SECONDARY SCHOOL","樂善堂楊葛小琳中學"
"LOK SIN TONG YU KAN HING SECONDARY SCHOOL","樂善堂余近卿中學"
"LOK WAH CATHOLIC PRIMARY SCHOOL","樂華天主教小學"
"LONG PING ESTATE SING YAN KINDERGARTEN","朗屏邨聖恩幼稚園"
"LOU PICHOUN FRENCH KINDERGARTEN","樂必津法國幼稚園"
"LUI CHEUNG KWONG LUTHERAN COLLEGE","路德會呂祥光中學"
"LUI CHEUNG KWONG LUTHERAN EVENING COLLEGE","路德會呂祥光夜中學"
"LUI CHEUNG KWONG LUTHERAN KINDERGARTEN","路德會呂祥光幼稚園"
"LUI CHEUNG KWONG LUTHERAN PRIMARY SCHOOL","路德會呂祥光小學"
"LUI KWAN POK LUTHERAN DAY NURSERY","路德會呂君博幼稚園"
"LUI MING CHOI LUTHERAN COLLEGE","路德會呂明才中學"
"LUK YEUNG KINDERGARTEN","綠楊幼稚園"
"LUNG KONG WORLD FEDERATION SCHOOL LIMITED CHU SUI LAN ANGLO-CHINESE KINDERGARTEN","世界龍岡學校朱瑞蘭（中英文）幼稚園"
"LUNG KONG WORLD FEDERATION SCHOOL LIMITED LAU TAK YUNG MEMORIAL PRIMARY SCHOOL","世界龍岡學校劉德容紀念小學"
"LUNG KONG WORLD FEDERATION SCHOOL LIMITED LAU WONG FAT SECONDARY SCHOOL","世界龍岡學校劉皇發中學"
"LUNG KONG WORLD FEDERATION SCHOOL LTD. WONG YIU NAM PRIMARY SCHOOL","世界龍岡學校黃耀南小學"
"LUTHERAN SCHOOL FOR THE DEAF (PRIMARY SECTION)","路德會啓聾學校(小學部)"
"LUTHERAN SCHOOL FOR THE DEAF (SECONDARY SECTION)","路德會啓聾學校(中學部)"
"LUTHERAN TSANG SHING SIU LEUN SCHOOL","香港路德會增城兆霖學校"
"LYC'EE FRANCAIS INTERNATIONAL (FRENCH INTERNATIONAL SCHOOL)","LYC'EE FRANCAIS INTERNATIONAL（法國國際學校）"
"MA KAM MING CHARITABLE FOUNDATION MA CHAN DUEN HEY MEMORIAL COLLEGE","馬錦明慈善基金馬陳端喜紀念中學"
"MA KAM MING CHARITABLE FOUNDATION MA CHAN DUEN HEY MEMORIAL EVENING COLLEGE","馬錦明慈善基金馬陳端喜紀念夜校"
"MA ON SHAN LING LIANG KINDERGARTEN","馬鞍山靈糧幼稚園"
"MA ON SHAN LING LIANG PRIMARY SCHOOL","馬鞍山靈糧小學"
"MA ON SHAN METHODIST PRIMARY SCHOOL","馬鞍山循道衛理小學"
"MA ON SHAN ST. JOSEPH'S PRIMARY SCHOOL","馬鞍山聖若瑟小學"
"MA ON SHAN ST. JOSEPH'S SECONDARY SCHOOL","馬鞍山聖若瑟中學"
"MA ON SHAN TSUNG TSIN SECONDARY SCHOOL","馬鞍山崇真中學"
"MA TAU CHUNG GOVERNMENT PRIMARY SCH","馬頭涌官立小學"
"MA TAU CHUNG GOVERNMENT PRIMARY SCHOOL (HUNG HOM BAY)","馬頭涌官立小學(紅磡灣)"
"MADAM LAU KAM LUNG SECONDARY SCHOOL OF MIU FAT BUDDHIST MONASTERY","妙法寺劉金龍中學"
"MAGART INTERNATIONAL KINDERGARTEN","瑪歌瑞特國際幼稚園"
"MAGART INTERNATIONAL KINDERGARTEN (FANLING)","瑪歌瑞特國際幼稚園(粉嶺)"
"MAGART INTERNATIONAL KINDERGARTEN (KORNHILL)","瑪歌瑞特國際幼稚園(康怡)"
"MALVERN COLLEGE HONG KONG","香港墨爾文國際學校"
"MALVERN COLLEGE PRE-SCHOOL HONG KONG","香港墨爾文國際幼稚園"
"MALVERN COLLEGE PRE-SCHOOL HONG KONG (ISLAND WEST)","香港墨爾文國際幼稚園(港島西)"
"MAN KIU ASSOCIATION PRIMARY SCHOOL","閩僑小學"
"MAN KIU COLLEGE","閩僑中學"
"MAN KWAN PAK KAU COLLEGE","萬鈞伯裘書院"
"MAN KWAN QUALIED COLLEGE","萬鈞匯知中學"
"MANHABIT KINDERGARTEN","文娜雅拔幼稚園"
"MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN","楓葉小熊加拿大國際幼稚園"
"MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN (LOHAS)","楓葉小熊加拿大國際幼稚園(康城)"
"MAPLE BEAR CANADIAN INTERNATIONAL KINDERGARTEN (YAU TONG)","楓葉小熊加拿大國際幼稚園(油塘)"
"MARITIME SQUARE LUTHERAN DAY NURSERY","路德會青衣城幼稚園"
"MARTHA BOSS LUTHERAN DAY NURSERY","路德會包美達幼稚園"
"MARY OF PROVIDENCE PRIMARY SCHOOL","天佑小學"
"MARY ROSE SCHOOL (PRIMARY SECTION)","天保民學校(小學部)"
"MARY ROSE SCHOOL (SECONDARY SECTION)","天保民學校(中學部)"
"MARYCOVE SCHOOL (PRIMARY SECTION)","瑪利灣學校(小學部)"
"MARYCOVE SCHOOL (SECONDARY SECTION)","瑪利灣學校(中學部)"
"MARYKNOLL CONVENT SCHOOL (PRIMARY SECTION)","瑪利諾修院學校(小學部)"
"MARYKNOLL CONVENT SCHOOL (SECONDARY SECTION)","瑪利諾修院學校(中學部)"
"MARYKNOLL FATHERS' SCHOOL","瑪利諾神父教會學校"
"MARYKNOLL FATHERS' SCHOOL (PRIMARY SECTION)","瑪利諾神父教會學校(小學部)"
"MARYKNOLL SECONDARY SCHOOL","瑪利諾中學"
"MARYMOUNT PRIMARY SCHOOL","瑪利曼小學"
"MARYMOUNT SECONDARY SCHOOL","瑪利曼中學"
"MASS INTERNATIONAL PRESCHOOL","善行國際幼稚園"
"MAY NGA KINDERGARTEN","美雅幼稚園"
"MAY NGA KINDERGARTEN (BRANCH)","美雅幼稚園(分校)"
"MAY NGA NURSERY","美雅幼稚園"
"MEI LAM ESTATE TO KWONG KINDERGARTEN","美林邨道光幼稚園"
"MELODY ANGLO-CHINESE KINDERGARTEN","美樂中英文幼稚園"
"MELODY ANGLO-CHINESE KINDERGARTEN (PRIME VIEW GARDEN BRANCH)","美樂中英文幼稚園（景峰花園分校）"
"MELODY NURSERY (MELODY GARDEN)","美樂幼稚園（美樂花園校）"
"MENG TAK CATHOLIC SCHOOL","天主教明德學校"
"METHODIST COLLEGE","循道中學"
"METHODIST SCHOOL","循道學校"
"MIGHTY OAKS INTERNATIONAL KINDERGARTEN","奧恩國際幼稚園"
"MING WAI INTERNATIONAL KINDERGARTEN","明慧國際幼稚園"
"MING WAI INTERNATIONAL KINDERGARTEN (NORTH POINT BRANCH)","明慧國際幼稚園（北角分校）"
"MING WAI INTERNATIONAL KINDERGARTEN (PRINCE EDWARD BRANCH)","明慧國際幼稚園(太子分校)"
"MING WAI KINDERGARTEN","明慧幼稚園"
"MINK ANGLO-CHINESE KINDERGARTEN","明雅中英文幼稚園"
"MINK INTERNATIONAL PRE-SCHOOL","明雅國際幼兒學校"
"MOE KINDERGARTEN","萌兒幼稚園"
"MONG KOK AGNES ENGLISH KINDERGARTEN","旺角雅麗斯英文幼稚園"
"MONTESSORI FOR CHILDREN (NURSERY)","兒童蒙特梭利（托兒所）"
"MOON LOK KINDERGARTEN","滿樂幼稚園"
"MU KUANG ENGLISH SCHOOL","慕光英文書院"
"MUI WO SCHOOL","梅窩學校"
"MULBERRY HOUSE INTERNATIONAL KINDERGARTEN","懋柏禮國際幼稚園"
"MULBERRY HOUSE INTERNATIONAL KINDERGARTEN SOUTHSIDE","桑樹國際幼稚園南側"
"MULBERRY TREE INTERNATIONAL KINDERGARTEN","童樂天國際幼稚園"
"MUNSANG COLLEGE","民生書院"
"MUNSANG COLLEGE (HONG KONG ISLAND)","港島民生書院"
"MUNSANG COLLEGE KINDERGARTEN","民生書院幼稚園"
"MUNSANG COLLEGE PRIMARY SCHOOL","民生書院小學"
"MUSLIM COMMUNITY KINDERGARTEN","穆斯林幼稚園"
"MYNORS INTERNATIONAL KINDERGARTEN","麥克萊國際幼稚園"
"N.T. ASSEMBLIES OF GOD CHURCH WAI YAN KINDERGARTEN","新界神召會懷恩幼稚園"
"NAM WAH CATHOLIC SECONDARY SCHOOL","天主教南華中學"
"NAM YING KINDERGARTEN","南英幼稚園"
"NEW ASIA MIDDLE SCHOOL","新亞中學"
"NEW JADE ELEMENTI KINDERGARTEN","新翠培元幼稚園"
"NEW KOWLOON WOMEN ASSOCIATION LOK WAH NURSERY","新九龍婦女會樂華幼稚園"
"NEW KOWLOON WOMEN ASSOCIATION SHA KOK NURSERY","新九龍婦女會沙角幼稚園"
"NEW KOWLOON WOMEN ASSOCIATION SUN CHUI NURSERY","新九龍婦女會新翠幼稚園"
"NEW KOWLOON WOMEN ASSOCIATION TSZ WAN SHAN NURSERY","新九龍婦女會慈雲山幼稚園"
"NEW LIFE SCHOOLS INCORPORATION LUI KWOK PAT FONG COLLEGE","新生命教育協會呂郭碧鳳中學"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION CHRISTIAN REMEMBRANCE OF GRACE PRIMARY SCHOOL","新界婦孺福利會基督教銘恩小學"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LIMITED CHEUNG FAT NURSERY SCHOOL","新界婦孺福利會長發幼兒學校"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LIMITED FANLING NURSERY SCHOOL","新界婦孺福利會粉嶺幼兒學校"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LIMITED LEUNG SING TAK ANGLO-CHINESE KINDERGARTEN","新界婦孺福利會梁省德中英文幼稚園"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LIMITED POK HONG NURSERY SCHOOL","新界婦孺福利會博康幼兒學校"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LIMITED SHEUNG SHUI NURSERY SCHOOL","新界婦孺福利會上水幼兒學校"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LIMITED YUEN LONG NURSERY SCHOOL","新界婦孺福利會元朗幼兒學校"
"NEW TERRITORIES WOMEN & JUVENILES WELFARE ASSOCIATION LTD. LEUNG SING TAK PRIMARY SCHOOL","新界婦孺福利會有限公司梁省德學校"
"NEWMAN CATHOLIC COLLEGE","天主教新民書院"
"NG CLAN'S ASSOCIATION TAI PAK MEMORIAL SCHOOL","吳氏宗親總會泰伯紀念學校"
"NG WAH CATHOLIC PRIMARY SCHOOL","天主教伍華小學"
"NG WAH CATHOLIC SECONDARY SCHOOL","天主教伍華中學"
"NG YUK SECONDARY SCHOOL","五育中學"
"NING PO COLLEGE","寧波公學"
"NING PO NO.2 COLLEGE","寧波第二中學"
"NLSI PEACE EVANGELICAL SECONDARY SCHOOL","新生命教育協會平安福音中學"
"N-M-S' LUTHERAN KINDERGARTEN","基督教挪威差會主辦信義中英文幼稚園"
"NORD ANGLIA INTERNATIONAL PRE-SCHOOL (SAI KUNG)","諾德安達國際幼稚園（西貢）"
"NORD ANGLIA INTERNATIONAL SCHOOL, HONG KONG","香港諾德安達國際學校"
"NORTH POINT GOVERNMENT PRIMARY SCHOOL","北角官立小學"
"NORTH POINT GOVERNMENT PRIMARY SCHOOL (CLOUD VIEW ROAD)","北角官立小學(雲景道)"
"NORTH POINT METHODIST CHURCH KINDERGARTEN","北角衞理堂幼稚園"
"NORTH POINT METHODIST PRIMARY SCHOOL","北角衞理小學"
"NORTHERN LAMMA SCHOOL","南丫北段公立小學"
"NORWEGIAN INTERNATIONAL SCHOOL","挪威國際學校"
"NOTRE DAME COLLEGE","獻主會聖母院書院"
"NTHYK TAI PO DISTRICT SECONDARY SCHOOL","新界鄉議局大埔區中學"
"NTHYK YUEN LONG DISTRICT SECONDARY SCH","新界鄉議局元朗區中學"
"OASIS ENGLISH KINDERGARTEN","奧基英文幼稚園"
"OBLATE PRIMARY SCHOOL","獻主會小學"
"OI KWAN ROAD BAPTIST CHURCH LUI KWOK PAT FONG KINDERGARTEN","愛群道浸信會呂郭碧鳳幼稚園"
"OISCA JAPANESE KINDERGARTEN","奧伊斯嘉日本語幼稚園"
"OUR LADY OF CHINA CATHOLIC PRIMARY SCHOOL","天主教佑華小學"
"OUR LADY OF LOURDES CATHOLIC KINDERGARTEN","天主教露德聖母幼稚園"
"OUR LADY OF THE ROSARY COLLEGE","聖母玫瑰書院"
"OUR LADY'S COLLEGE","聖母書院"
"OUR LADY'S KINDERGARTEN","聖母幼稚園"
"OUR LADY'S PRIMARY SCHOOL","聖母小學"
"OXBRIDGE BRITISH SCHOOL","劍津英國學校"
"PAOC KA CHI SECONDARY SCHOOL","加拿大神召會嘉智中學"
"PARKVIEW INTERNATIONAL PRE-SCHOOL","栢基國際幼稚園"
"PARKVIEW INTERNATIONAL PRE-SCHOOL (KOWLOON)","栢基國際幼稚園(九龍)"
"PARKVIEW PRE-SCHOOL (LOHAS)","栢基幼稚園(康城)"
"PARKVIEW RHINE GARDEN PRE-SCHOOL","栢基海韻幼稚園"
"PAT HEUNG CENTRAL PRIMARY SCHOOL","八鄉中心小學"
"PEACE EVANGELICAL CENTRE KINDERGARTEN","平安福音堂幼稚園"
"PEACE EVANGELICAL CENTRE KINDERGARTEN (NGAU TAU KOK)","平安福音堂幼稚園(牛頭角)"
"PEACE EVANGELICAL CENTRE KINDERGARTEN (TIN SHUI WAI)","平安福音堂幼稚園(天水圍)"
"PEACE EVANGELICAL CENTRE KINDERGARTEN (TSING YI)","平安福音堂幼稚園(青衣)"
"PEAK SCHOOL","巔峰學校"
"PENTECOSTAL CHURCH OF HONG KONG NAM CHEONG NURSERY SCHOOL","竹園區神召會南昌康樂幼兒學校"
"PENTECOSTAL CHURCH OF HONG KONG TAI WO NURSERY SCHOOL","竹園區神召會太和康樂幼兒學校"
"PENTECOSTAL CHURCH OF HONG KONG TSEUNG KWAN O NURSERY SCHOOL","竹園區神召會將軍澳康樂幼兒學校"
"PENTECOSTAL GIN MAO SHENG PRIMARY SCHOOL","五旬節靳茂生小學"
"PENTECOSTAL LAM HON KWONG SCHOOL","五旬節林漢光中學"
"PENTECOSTAL SCHOOL","五旬節中學"
"PENTECOSTAL YU LEUNG FAT PRIMARY SCHOOL","五旬節于良發小學"
"PING SHEK ESTATE CATHOLIC PRIMARY SCHOOL","坪石天主教小學"
"PO CHIU CATHOLIC SECONDARY SCHOOL","天主教普照中學"
"PO KOK PRIMARY SCHOOL","寶覺小學"
"PO KOK SECONDARY SCHOOL","寶覺中學"
"PO LEUNG KUK & SPROUTS FOUNDATION SECONDARY EDUCATION SERVICES CENTRE","保良局思培基金中學教育服務中心"
"PO LEUNG KUK ANGELA LEONG ON KEI KINDERGARTEN","保良局梁安琪幼稚園"
"PO LEUNG KUK ANITA L.L. CHAN (CENTENARY) SCHOOL (PRIMARY SECTION)","保良局陳麗玲(百周年)學校(小學部)"
"PO LEUNG KUK ANITA L.L. CHAN (CENTENARY) SCHOOL (SECONDARY SECTION)","保良局陳麗玲(百周年)學校(中學部)"
"PO LEUNG KUK C.W. CHU COLLEGE","保良局朱敬文中學"
"PO LEUNG KUK CAMÃES TAN SIU LIN PRIMARY SCHOOL","保良局陳守仁小學"
"PO LEUNG KUK CASTAR PRIMARY SCHOOL","保良局世德小學"
"PO LEUNG KUK CELINE HO YAM TONG COLLEGE","保良局何蔭棠中學"
"PO LEUNG KUK CENTENARY LI SHIU CHUNG MEMORIAL COLLEGE","保良局百周年李兆忠紀念中學"
"PO LEUNG KUK CHAN LAI WAI LIN KINDERGARTEN","保良局陳黎惠蓮幼稚園"
"PO LEUNG KUK CHAN SENG YEE KINDERGARTEN","保良局曾星如幼稚園"
"PO LEUNG KUK CHAN YAT PRIMARY SCHOOL","保良局陳溢小學"
"PO LEUNG KUK CHEE JING YIN PRIMARY SCHOOL","保良局朱正賢小學"
"PO LEUNG KUK CHENG KWAN HOW YIN KINDERGARTEN","保良局鄭關巧妍幼稚園"
"PO LEUNG KUK CHEUNG POON MEI YEE KINDERGARTEN","保良局張潘美意幼稚園"
"PO LEUNG KUK CHI PUI KINDERGARTEN","保良局志沛幼稚園"
"PO LEUNG KUK CHOI KAI YAU KINDERGARTEN","保良局蔡繼有幼稚園"
"PO LEUNG KUK CHOI KAI YAU SCHOOL","保良局蔡繼有學校"
"PO LEUNG KUK CHOI KOON SHUM KINDERGARTEN","保良局蔡冠深幼稚園"
"PO LEUNG KUK CHONG KEE TING PRIMARY SCHOOL","保良局莊啟程小學"
"PO LEUNG KUK CHU LEE YUET WAH KINDERGARTEN","保良局朱李月華幼稚園"
"PO LEUNG KUK DR. JIMMY WONG CHI-HO (TIN SUM VALLEY) PRIMARY SCHOOL","保良局王賜豪(田心谷)小學"
"PO LEUNG KUK ELEANOR KWOK LAW KWAI CHUN KINDERGARTEN","保良局郭羅桂珍幼稚園"
"PO LEUNG KUK FIONA CHEUNG SUM YU KINDERGARTEN","保良局張心瑜幼稚園"
"PO LEUNG KUK FONG TAM YUEN LEUNG (TSZ WAN SHAN) KINDERGARTEN","保良局方譚遠良（慈雲山）幼稚園"
"PO LEUNG KUK FONG TAM YUEN LEUNG KINDERGARTEN","保良局方譚遠良幼稚園"
"PO LEUNG KUK FONG WONG KAM CHUEN PRIMARY SCHOOL","保良局方王錦全小學"
"PO LEUNG KUK FONG WONG WOON TAI KINDERGARTEN","保良局方王換娣幼稚園"
"PO LEUNG KUK FUNG CHING MEMORIAL PRIMARY SCHOOL","保良局馮晴紀念小學"
"PO LEUNG KUK FUNG LEUNG KIT MEMORIAL KINDERGARTEN","保良局馮梁結紀念幼稚園"
"PO LEUNG KUK GOLD & SILVER EXCHANGE SOCIETY PERSHING TSANG SCHOOL","保良局金銀業貿易場張凝文學校"
"PO LEUNG KUK GRANDMONT PRIMARY SCHOOL","保良局錦泰小學"
"PO LEUNG KUK HO YUK CHING (1984) COLLEGE","保良局甲子何玉清中學"
"PO LEUNG KUK HONG KONG TAOIST ASSOCIATION YUEN YUEN PRIMARY SCHOOL","保良局香港道教聯合會圓玄小學"
"PO LEUNG KUK HORIZON EAST PRIMARY SCHOOL","保良局志豪小學"
"PO LEUNG KUK KAM HING KINDERGARTEN","保良局金卿幼稚園"
"PO LEUNG KUK KIM HUYNH KINDERGARTEN","保良局黃樹雄幼稚園"
"PO LEUNG KUK LAM MAN CHAN ENGLISH PRIMARY SCHOOL","保良局林文燦英文小學"
"PO LEUNG KUK LAM TING LAI LING KINDERGARTEN","保良局林丁麗玲幼稚園"
"PO LEUNG KUK LAU CHAN SIU PO KINDERGARTEN","保良局劉陳小寶幼稚園"
"PO LEUNG KUK LAU CHUN KINDERGARTEN","保良局劉進幼稚園"
"PO LEUNG KUK LAWS FOUNDATION COLLEGE","保良局羅氏基金中學"
"PO LEUNG KUK LAW'S FOUNDATION SCHOOL (PRIMARY SECTION)","保良局羅氏信託學校(小學部)"
"PO LEUNG KUK LAW'S FOUNDATION SCHOOL (SECONDARY SECTION)","保良局羅氏信託學校(中學部)"
"PO LEUNG KUK LEE SHING PIK COLLEGE","保良局李城璧中學"
"PO LEUNG KUK LEE SHU FOOK KINDERGARTEN","保良局李樹福幼稚園"
"PO LEUNG KUK LEE SIU CHAN KINDERGARTEN","保良局李筱參幼稚園"
"PO LEUNG KUK LEUNG CHOW SHUN KAM PRIMARY SCHOOL","保良局梁周順琴小學"
"PO LEUNG KUK LI TSUI CHUNG SING MEMORIAL KINDERGARTEN","保良局李徐松聲紀念幼稚園"
"PO LEUNG KUK LIU SEW HAR KINDERGARTEN","保良局廖笑霞幼稚園"
"PO LEUNG KUK LO KIT SING (1983) COLLEGE","保良局羅傑承(一九八三)中學"
"PO LEUNG KUK LUI CHAN WAI CHING (KWAI FONG) KINDERGARTEN","保良局呂陳慧貞（葵芳）幼稚園"
"PO LEUNG KUK LUI CHAN WAI CHING KINDERGARTEN","保良局呂陳慧貞幼稚園"
"PO LEUNG KUK LUI KAM TAI KINDERGARTEN","保良局呂錦泰幼稚園"
"PO LEUNG KUK LUK HING TOO PRIMARY SCHOOL","保良局陸慶濤小學"
"PO LEUNG KUK MA KAM MING COLLEGE","保良局馬錦明中學"
"PO LEUNG KUK MALINA NGAI (BUTTERFLY BAY) KINDERGARTEN","保良局倪文玲(蝴蝶灣)幼稚園"
"PO LEUNG KUK MALINA NGAI (YAU OI) KINDERGARTEN","保良局倪文玲(友愛)幼稚園"
"PO LEUNG KUK MR. & MRS. CHAN PAK KEUNG TSING YI SCHOOL (PRIMARY SECTION)","保良局陳百強伉儷青衣學校(小學部)"
"PO LEUNG KUK MR. & MRS. CHAN PAK KEUNG TSING YI SCHOOL (SECONDARY SECTION)","保良局陳百強伉儷青衣學校(中學部)"
"PO LEUNG KUK MR. & MRS. CHARLIE LEE KINDERGARTEN","保良局李俊駒伉儷幼稚園"
"PO LEUNG KUK MRS FONG WONG KAM CHUEN KINDERGARTEN","保良局方王錦全幼稚園"
"PO LEUNG KUK MRS MA KAM MING-CHEUNG FOOK SIEN COLLEGE","保良局馬錦明夫人章馥仙中學"
"PO LEUNG KUK MRS TAM WAH CHING KINDERGARTEN","保良局譚華正夫人幼稚園"
"PO LEUNG KUK MRS VICWOOD K T CHONG (WAH KWAI) KINDERGARTEN","保良局莊啓程夫人（華貴）幼稚園"
"PO LEUNG KUK MRS. CHAN NAM CHONG MEMORIAL PRIMARY SCHOOL","保良局陳南昌夫人小學"
"PO LEUNG KUK MRS. CHAO KING LIN KINDERGARTEN","保良局曹金霖夫人幼稚園"
"PO LEUNG KUK MRS. VICWOOD K.T. CHONG KINDERGARTEN","保良局莊啓程夫人幼稚園"
"PO LEUNG KUK NG PO LING KINDERGARTEN","保良局吳寶玲幼稚園"
"PO LEUNG KUK NG TOR TAI KINDERGARTEN","保良局吳多泰幼稚園"
"PO LEUNG KUK NGAN PO LING COLLEGE","保良局顏寶鈴書院"
"PO LEUNG KUK NO.1 W.H. CHEUNG COLLEGE","保良局第一張永慶中學"
"PO LEUNG KUK RIVERAIN PRIMARY SCHOOL","保良局雨川小學"
"PO LEUNG KUK SIU HON-SUM PRIMARY SCHOOL","保良局蕭漢森小學"
"PO LEUNG KUK STANLEY HO SAU NAN PRIMARY SCHOOL","保良局何壽南小學"
"PO LEUNG KUK TAM AU-YEUNG SIU FONG MEMORIAL KINDERGARTEN","保良局譚歐陽少芳紀念幼稚園"
"PO LEUNG KUK TANG BIK WAN MEMORIAL KINDERGARTEN","保良局鄧碧雲紀念幼稚園"
"PO LEUNG KUK TANG YUK TIEN COLLEGE","保良局董玉娣中學"
"PO LEUNG KUK THOMAS LIU LIT CHING KINDERGARTEN","保良局廖烈正幼稚園"
"PO LEUNG KUK TIN KA PING KINDERGARTEN","保良局田家炳幼稚園"
"PO LEUNG KUK TIN KA PING MILLENNIUM PRIMARY SCHOOL","保良局田家炳千禧小學"
"PO LEUNG KUK TIN KA PING PRIMARY SCHOOL","保良局田家炳小學"
"PO LEUNG KUK TIN KA PING SIU HONG KINDERGARTEN","保良局田家炳兆康幼稚園"
"PO LEUNG KUK TONG CHOR NAM (LEK YUEN) KINDERGARTEN","保良局唐楚男(瀝源)幼稚園"
"PO LEUNG KUK TONG NAI KAN JUNIOR SECONDARY COLLEGE","保良局唐乃勤初中書院"
"PO LEUNG KUK TSE WONG PUI KUEN KINDERGARTEN","保良局謝黃沛涓幼稚園"
"PO LEUNG KUK VICWOOD CHONG KEE TING KINDERGARTEN","保良局莊啓程幼稚園"
"PO LEUNG KUK VICWOOD K.T. CHONG NO.2 PRIMARY SCHOOL","保良局莊啓程第二小學"
"PO LEUNG KUK VICWOOD K.T. CHONG SIXTH FORM COLLEGE","保良局莊啓程預科書院"
"PO LEUNG KUK WAI YIN KINDERGARTEN","保良局慧妍雅集幼稚園"
